"date","open","high","low","close","volume"
"2026-06-10T14:35:00Z","737.82","737.95","737.33","737.61","57559"
"2026-06-10T14:36:00Z","737.61","737.62","736.88","736.92","74843"
"2026-06-10T14:37:00Z","736.91","737.09","736.1","736.19","78690"
"2026-06-10T14:38:00Z","736.21","736.41","736.04","736.2","46482"
"2026-06-10T14:39:00Z","736.22","736.69","736.18","736.57","54155"
"2026-06-10T14:40:00Z","736.53","737.0","736.45","736.99","40928"
"2026-06-10T14:41:00Z","736.98","737.23","736.78","737.1","37744"
"2026-06-10T14:42:00Z","737.14","737.24","736.52","736.56","64045"
"2026-06-10T14:43:00Z","736.56","736.73","736.26","736.34","131806"
"2026-06-10T14:44:00Z","736.38","736.56","735.58","735.58","84290"
"2026-06-10T14:45:00Z","735.55","735.77","734.86","735.31","108772"
"2026-06-10T14:46:00Z","735.37","735.91","735.24","735.82","82817"
"2026-06-10T14:47:00Z","735.77","736.09","735.4","735.42","72741"
"2026-06-10T14:48:00Z","735.43","735.45","734.95","734.98","91579"
"2026-06-10T14:49:00Z","734.98","735.15","734.5","734.96","78166"
"2026-06-10T14:50:00Z","734.95","735.47","734.83","735.31","112714"
"2026-06-10T14:51:00Z","735.26","735.66","734.66","734.86","112482"
"2026-06-10T14:52:00Z","734.84","734.84","734.18","734.49","103477"
"2026-06-10T14:53:00Z","734.55","735.07","734.45","734.54","62917"
"2026-06-10T14:54:00Z","734.56","735.13","734.47","734.63","71974"
"2026-06-10T14:55:00Z","734.57","734.91","733.36","733.38","120285"
"2026-06-10T14:56:00Z","733.36","733.76","733.05","733.39","151730"
"2026-06-10T14:57:00Z","733.32","733.38","732.29","732.36","153212"
"2026-06-10T14:58:00Z","732.32","732.87","732.26","732.46","187688"
"2026-06-10T14:59:00Z","732.46","733.12","732.4","732.84","125932"
"2026-06-10T15:00:00Z","732.87","732.94","731.93","732.32","180744"
"2026-06-10T15:01:00Z","732.31","734.0","732.24","733.99","175653"
"2026-06-10T15:02:00Z","733.95","734.13","733.64","733.91","123201"
"2026-06-10T15:03:00Z","733.84","734.42","733.7","733.75","61402"
"2026-06-10T15:04:00Z","733.78","733.82","732.91","733.09","66648"
"2026-06-10T15:05:00Z","733.11","733.25","732.7","732.79","38978"
"2026-06-10T15:06:00Z","732.79","732.98","732.22","732.23","47575"
"2026-06-10T15:07:00Z","732.22","732.47","732.0","732.3","80055"
"2026-06-10T15:08:00Z","732.32","732.61","731.88","732.1","91641"
"2026-06-10T15:09:00Z","732.1","732.25","731.72","731.78","99556"
"2026-06-10T15:10:00Z","731.78","732.01","731.38","731.38","148394"
"2026-06-10T15:11:00Z","731.38","731.39","730.9","731.07","180804"
"2026-06-10T15:12:00Z","731.0","731.1","730.69","730.8","120028"
"2026-06-10T15:13:00Z","730.78","731.81","730.7","731.47","171920"
